id,value
top.Topic8.tonkotsu,0.00771847364262
top.Topic8.crepe,0.00531768714506
top.Topic8.wicked,0.0044724743774
top.Topic8.dane,0.00443503123545
top.Topic8.shoyu,0.00404919792488
top.Topic8.arcadia,0.00374463927281
top.Topic8.groupon,0.00353222046708
top.Topic8.wooden,0.00346280035767
top.Topic8.boba,0.00271309020772
top.Topic8.spoon,0.00233230496508
top.Topic8.dave,0.00211821307096
top.Topic8.attempt,0.00210631698598
top.Topic8.player,0.00206553349527
top.Topic9,
top.Topic9.ramen,0.00911683780918
top.Topic9.german,0.00797478994239
top.Topic9.burger,0.00518542116522
top.Topic9.place,0.0039486832531
top.Topic9.station,0.00389254016773
top.Topic9.like,0.00348739538269
top.Topic9.just,0.00339061475194
top.Topic9.beers,0.00338953010249
top.Topic9.broth,0.00336778675346
top.Topic9.beer,0.00315204515403
top.Topic9.pretzel,0.00309664781667
top.Topic9.buffet,0.00302546448061
top.Topic9.time,0.00300620631169
top.Topic9.nachos,0.00298231836615
top.Topic9.great,0.002939078629
